timestamp_ns,ptp4l_connected,is_synchronized,port_state,offset_from_master_ns,mean_path_delay_ns,drift_ns,max_drift_ppb,total_uncertainty_ns,steps_removed,snapshot_age_ms,gm_present,gm_id,phc_index
1783961872615825225,1,1,9,13,2394,40,100,2447,1,0,1,d83add.fffe.9fc7f3,-1
1783961872665917849,1,1,9,13,2394,45,100,2452,1,50,1,d83add.fffe.9fc7f3,-1
1783961872715990732,1,1,9,13,2394,50,100,2457,1,100,1,d83add.fffe.9fc7f3,-1
1783961872766052170,1,1,9,13,2394,55,100,2462,1,150,1,d83add.fffe.9fc7f3,-1
1783961872816113257,1,1,9,13,2394,60,100,2467,1,200,1,d83add.fffe.9fc7f3,-1
1783961872866173862,1,1,9,13,2394,65,100,2472,1,250,1,d83add.fffe.9fc7f3,-1
1783961872916237337,1,1,9,13,2394,70,100,2477,1,300,1,d83add.fffe.9fc7f3,-1
1783961872966302127,1,1,9,13,2394,75,100,2482,1,351,1,d83add.fffe.9fc7f3,-1
1783961873016365214,1,1,9,13,2394,80,100,2487,1,0,1,d83add.fffe.9fc7f3,-1
1783961873066429133,1,1,9,13,2394,85,100,2492,1,50,1,d83add.fffe.9fc7f3,-1
1783961873116490331,1,1,9,13,2394,90,100,2497,1,100,1,d83add.fffe.9fc7f3,-1
1783961873166550843,1,1,9,13,2394,95,100,2502,1,150,1,d83add.fffe.9fc7f3,-1
1783961873216611966,1,1,9,13,2394,100,100,2507,1,200,1,d83add.fffe.9fc7f3,-1
1783961873266672016,1,1,9,13,2394,105,100,2512,1,250,1,d83add.fffe.9fc7f3,-1
1783961873316732491,1,1,9,13,2394,110,100,2517,1,300,1,d83add.fffe.9fc7f3,-1
1783961873366792725,1,1,9,13,2394,115,100,2522,1,350,1,d83add.fffe.9fc7f3,-1
1783961873416852645,1,1,9,15,2394,0,100,2409,1,0,1,d83add.fffe.9fc7f3,-1
1783961873466912898,1,1,9,15,2394,5,100,2414,1,50,1,d83add.fffe.9fc7f3,-1
1783961873516974132,1,1,9,15,2394,10,100,2419,1,100,1,d83add.fffe.9fc7f3,-1
1783961873567034348,1,1,9,15,2394,15,100,2424,1,150,1,d83add.fffe.9fc7f3,-1
1783961873617094082,1,1,9,15,2394,20,100,2429,1,200,1,d83add.fffe.9fc7f3,-1
1783961873667154224,1,1,9,15,2394,25,100,2434,1,250,1,d83add.fffe.9fc7f3,-1
1783961873717214385,1,1,9,15,2394,30,100,2439,1,300,1,d83add.fffe.9fc7f3,-1
1783961873767274452,1,1,9,15,2394,35,100,2444,1,350,1,d83add.fffe.9fc7f3,-1
1783961873817335316,1,1,9,15,2394,40,100,2449,1,0,1,d83add.fffe.9fc7f3,-1
1783961873867396199,1,1,9,15,2394,45,100,2454,1,50,1,d83add.fffe.9fc7f3,-1
1783961873917459600,1,1,9,15,2394,50,100,2459,1,100,1,d83add.fffe.9fc7f3,-1
1783961873967523761,1,1,9,15,2394,55,100,2464,1,150,1,d83add.fffe.9fc7f3,-1
1783961874017586458,1,1,9,15,2394,60,100,2469,1,200,1,d83add.fffe.9fc7f3,-1
1783961874067649229,1,1,9,15,2394,65,100,2474,1,250,1,d83add.fffe.9fc7f3,-1
1783961874117710000,1,1,9,15,2394,70,100,2479,1,300,1,d83add.fffe.9fc7f3,-1
1783961874167769975,1,1,9,15,2394,75,100,2484,1,350,1,d83add.fffe.9fc7f3,-1
1783961874217830283,1,1,9,15,2394,0,100,2409,1,0,1,d83add.fffe.9fc7f3,-1
1783961874267891462,1,1,9,15,2394,5,100,2414,1,50,1,d83add.fffe.9fc7f3,-1
1783961874317951770,1,1,9,15,2394,10,100,2419,1,100,1,d83add.fffe.9fc7f3,-1
1783961874368011541,1,1,9,15,2394,15,100,2424,1,150,1,d83add.fffe.9fc7f3,-1
1783961874418071405,1,1,9,15,2394,20,100,2429,1,200,1,d83add.fffe.9fc7f3,-1
1783961874468131158,1,1,9,15,2394,25,100,2434,1,250,1,d83add.fffe.9fc7f3,-1
1783961874518191336,1,1,9,15,2394,30,100,2439,1,300,1,d83add.fffe.9fc7f3,-1
1783961874568251071,1,1,9,15,2394,35,100,2444,1,350,1,d83add.fffe.9fc7f3,-1
1783961874618311249,1,1,9,26,2394,40,100,2460,1,0,1,d83add.fffe.9fc7f3,-1
1783961874668380113,1,1,9,26,2394,45,100,2465,1,50,1,d83add.fffe.9fc7f3,-1
1783961874718447107,1,1,9,26,2394,50,100,2470,1,100,1,d83add.fffe.9fc7f3,-1
1783961874768508396,1,1,9,26,2394,55,100,2475,1,150,1,d83add.fffe.9fc7f3,-1
1783961874818569742,1,1,9,26,2394,60,100,2480,1,200,1,d83add.fffe.9fc7f3,-1
1783961874868631716,1,1,9,26,2394,65,100,2485,1,250,1,d83add.fffe.9fc7f3,-1
1783961874918694395,1,1,9,26,2394,70,100,2490,1,300,1,d83add.fffe.9fc7f3,-1
1783961874968760333,1,1,9,26,2394,75,100,2495,1,350,1,d83add.fffe.9fc7f3,-1
1783961875018823919,1,1,9,26,2394,80,100,2500,1,0,1,d83add.fffe.9fc7f3,-1
1783961875068889727,1,1,9,26,2394,85,100,2505,1,50,1,d83add.fffe.9fc7f3,-1
1783961875118951590,1,1,9,26,2394,90,100,2510,1,100,1,d83add.fffe.9fc7f3,-1
1783961875169012824,1,1,9,26,2394,95,100,2515,1,150,1,d83add.fffe.9fc7f3,-1
1783961875219076058,1,1,9,26,2394,100,100,2520,1,200,1,d83add.fffe.9fc7f3,-1
1783961875269136570,1,1,9,26,2394,105,100,2525,1,250,1,d83add.fffe.9fc7f3,-1
1783961875319197192,1,1,9,26,2394,110,100,2530,1,300,1,d83add.fffe.9fc7f3,-1
1783961875369258278,1,1,9,26,2394,115,100,2535,1,350,1,d83add.fffe.9fc7f3,-1
1783961875419321123,1,1,9,26,2394,120,100,2540,1,400,1,d83add.fffe.9fc7f3,-1
1783961875469382505,1,1,9,63,2394,5,100,2462,1,50,1,d83add.fffe.9fc7f3,-1
1783961875519443165,1,1,9,63,2394,10,100,2467,1,100,1,d83add.fffe.9fc7f3,-1
1783961875569503066,1,1,9,63,2394,15,100,2472,1,150,1,d83add.fffe.9fc7f3,-1
1783961875619563244,1,1,9,63,2394,20,100,2477,1,200,1,d83add.fffe.9fc7f3,-1
1783961875669623348,1,1,9,63,2394,25,100,2482,1,250,1,d83add.fffe.9fc7f3,-1
1783961875719687730,1,1,9,63,2394,30,100,2487,1,300,1,d83add.fffe.9fc7f3,-1
1783961875769748168,1,1,9,63,2394,35,100,2492,1,350,1,d83add.fffe.9fc7f3,-1
1783961875819813217,1,1,9,63,2394,40,100,2497,1,400,1,d83add.fffe.9fc7f3,-1
1783961875869873784,1,1,9,63,2394,45,100,2502,1,49,1,d83add.fffe.9fc7f3,-1
1783961875919938573,1,1,9,63,2394,50,100,2507,1,100,1,d83add.fffe.9fc7f3,-1
1783961875970003992,1,1,9,63,2394,55,100,2512,1,150,1,d83add.fffe.9fc7f3,-1
1783961876020073078,1,1,9,63,2394,60,100,2517,1,200,1,d83add.fffe.9fc7f3,-1
1783961876070137256,1,1,9,63,2394,65,100,2522,1,250,1,d83add.fffe.9fc7f3,-1
1783961876120199879,1,1,9,63,2394,70,100,2527,1,300,1,d83add.fffe.9fc7f3,-1
1783961876170261501,1,1,9,63,2394,75,100,2532,1,350,1,d83add.fffe.9fc7f3,-1
1783961876220326994,1,1,9,63,2394,80,100,2537,1,400,1,d83add.fffe.9fc7f3,-1
1783961876270387413,1,1,9,63,2394,4,100,2461,1,49,1,d83add.fffe.9fc7f3,-1
1783961876320449943,1,1,9,63,2394,10,100,2467,1,100,1,d83add.fffe.9fc7f3,-1
1783961876370510658,1,1,9,63,2394,15,100,2472,1,150,1,d83add.fffe.9fc7f3,-1
1783961876420575280,1,1,9,63,2394,20,100,2477,1,200,1,d83add.fffe.9fc7f3,-1
1783961876470637495,1,1,9,63,2394,25,100,2482,1,250,1,d83add.fffe.9fc7f3,-1
1783961876520701655,1,1,9,63,2394,30,100,2487,1,300,1,d83add.fffe.9fc7f3,-1
1783961876570762055,1,1,9,63,2394,35,100,2492,1,350,1,d83add.fffe.9fc7f3,-1
1783961876620824252,1,1,9,63,2394,40,100,2497,1,400,1,d83add.fffe.9fc7f3,-1
1783961876670884948,1,1,9,105,2404,45,100,2554,1,49,1,d83add.fffe.9fc7f3,-1
1783961876720948571,1,1,9,105,2404,50,100,2559,1,99,1,d83add.fffe.9fc7f3,-1
1783961876771009045,1,1,9,105,2404,55,100,2564,1,150,1,d83add.fffe.9fc7f3,-1
1783961876821072575,1,1,9,105,2404,60,100,2569,1,200,1,d83add.fffe.9fc7f3,-1
1783961876871133087,1,1,9,105,2404,65,100,2574,1,250,1,d83add.fffe.9fc7f3,-1
1783961876921197931,1,1,9,105,2404,70,100,2579,1,300,1,d83add.fffe.9fc7f3,-1
